id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
1118379665268387841,Wed Apr 17 05:04:25 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @ShivamShankarS: Man! #BJP is having a field day with this video, but to be honest it goes to show what a great guy @RahulGandhi actuall…",RT ShivamShankarS Man BJP field day video honest goes show great guy RahulGandhi actuall…,"Sentiment(polarity=0.7, subjectivity=0.825)",0.7,0.825,en,0,680,sravanpvsr,,BJP,"ShivamShankarS, RahulGandhi",Hyderabad,
1118379647576760320,Wed Apr 17 05:04:21 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",How many #Chowkidaar of India are properly educated and literate .. if they are so literate and educated why are th… https://t.co/mN7GentC32,How many Chowkidaar India properly educated literate .. literate educated th… https //t.co/mN7GentC32,"Sentiment(polarity=0.25, subjectivity=0.3)",0.25,0.3,en,0,0,amanalok,,Chowkidaar,,pune,
1118379642258374656,Wed Apr 17 05:04:19 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @dpradhanbjp: PM  @narendramodi addressed a massive gathering at @BJP4Odisha’s #VijaySankalpSabha in Bhubaneshwar today &amp; appealed to th…,RT dpradhanbjp PM narendramodi addressed massive gathering BJP4Odisha ’ VijaySankalpSabha Bhubaneshwar today amp appealed th…,"Sentiment(polarity=0.0, subjectivity=1.0)",0.0,1.0,en,0,170,Ganesh09187215,,VijaySankalpSabha,"dpradhanbjp, narendramodi, BJP4Odisha",,
1118379619441364992,Wed Apr 17 05:04:14 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Even if #BJP rules for 200 years, it will not be able to remove #Article370 from Kashmir: Ghulam Nabi Azad",Even BJP rules 200 years able remove Article370 Kashmir Ghulam Nabi Azad,"Sentiment(polarity=0.5, subjectivity=0.625)",0.5,0.625,en,0,0,Udayindiaonline,,"BJP, Article370",,"New Delhi, India",
1118379572024758273,Wed Apr 17 05:04:03 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Public officials speak out on condition of anonymity against wrongdoings of #bjp govt. Is this democracy?
Btw, EC p… https://t.co/x1UPk6ThPF",Public officials speak condition anonymity wrongdoings bjp govt Is democracy Btw EC p… https //t.co/x1UPk6ThPF,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",0.0,0.06666666666666667,en,1,0,kushgarg12,False,bjp,,"Uttar Pradesh, India",
1118379477665501184,Wed Apr 17 05:03:40 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @satyakumar_y: #BJPSankalpPatr2019 

Like Shri @arunjaitley ji mentioned during the #BJPManifesto address that #Modi govt has set a prec…",RT satyakumar_y BJPSankalpPatr2019 Like Shri arunjaitley ji mentioned BJPManifesto address Modi govt set prec…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,42,mahalak80573337,,"BJPSankalpPatr2019, BJPManifesto, Modi","satyakumar_y, arunjaitley",vijayawada,
1118379389635452929,Wed Apr 17 05:03:19 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @sheefal: Rubbish
I am a Brahmin
I am from Bangalore South Constituency
I will vote only for #BJP
I will never never vote for desh drohi…",RT sheefal Rubbish I Brahmin I Bangalore South Constituency I vote BJP I never never vote desh drohi…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,1090,mithsgad,,BJP,sheefal,"Pune, India",
1118379357611995139,Wed Apr 17 05:03:11 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ShivamShankarS: Man! #BJP is having a field day with this video, but to be honest it goes to show what a great guy @RahulGandhi actuall…",RT ShivamShankarS Man BJP field day video honest goes show great guy RahulGandhi actuall…,"Sentiment(polarity=0.7, subjectivity=0.825)",0.7,0.825,en,0,680,Irshaad_Zain,,BJP,"ShivamShankarS, RahulGandhi",,
1118379289760731140,Wed Apr 17 05:02:55 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @JhaSanjay: #Modi: Good morning! “ 50 lakh men lost their jobs after demonetisation: report https://t.co/dUrdh4oMAX,RT JhaSanjay Modi Good morning “ 50 lakh men lost jobs demonetisation report https //t.co/dUrdh4oMAX,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.7,0.6000000000000001,en,0,36,Irshaad_Zain,False,Modi,JhaSanjay,,
1118379281271410695,Wed Apr 17 05:02:53 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ShivamShankarS: Man! #BJP is having a field day with this video, but to be honest it goes to show what a great guy @RahulGandhi actuall…",RT ShivamShankarS Man BJP field day video honest goes show great guy RahulGandhi actuall…,"Sentiment(polarity=0.7, subjectivity=0.825)",0.7,0.825,en,0,680,butterfly_3008,,BJP,"ShivamShankarS, RahulGandhi",,
1118379276146024450,Wed Apr 17 05:02:52 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @yuvadesh: Amit Shah ka Report Card.
Watch and share ! 
#AmitShah https://t.co/gTyYzNrouL",RT yuvadesh Amit Shah ka Report Card Watch share AmitShah https //t.co/gTyYzNrouL,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,19,NaveenknINC,False,AmitShah,yuvadesh,"C.R Patna, Hassan, Karnataka",
1118379256210497536,Wed Apr 17 05:02:47 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @sheefal: Rubbish
I am a Brahmin
I am from Bangalore South Constituency
I will vote only for #BJP
I will never never vote for desh drohi…",RT sheefal Rubbish I Brahmin I Bangalore South Constituency I vote BJP I never never vote desh drohi…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,1090,piyukamath,,BJP,sheefal,,
1118379233418579970,Wed Apr 17 05:02:42 +0000 2019,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @ShivamShankarS: Man! #BJP is having a field day with this video, but to be honest it goes to show what a great guy @RahulGandhi actuall…",RT ShivamShankarS Man BJP field day video honest goes show great guy RahulGandhi actuall…,"Sentiment(polarity=0.7, subjectivity=0.825)",0.7,0.825,en,0,680,plural_india,,BJP,"ShivamShankarS, RahulGandhi",India,
1118379225575251968,Wed Apr 17 05:02:40 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @prashantrshukla: Unlimited fun by #RahulGandhi...

#PhirEkBaarModiSarkar #BharatModiKeSaath #PagalHaiKya #IndiaElections2019 #BJP https…",RT prashantrshukla Unlimited fun RahulGandhi ... PhirEkBaarModiSarkar BharatModiKeSaath PagalHaiKya IndiaElections2019 BJP https…,"Sentiment(polarity=0.3, subjectivity=0.2)",0.3,0.2,en,0,6115,KarukondaC,,"RahulGandhi, PhirEkBaarModiSarkar, BharatModiKeSaath, PagalHaiKya, IndiaElections2019, BJP",prashantrshukla,"Vishakhapatnam, India",
1118379095736426496,Wed Apr 17 05:02:09 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @utkarsh_aanand: #Congress Govt in #Rajasthan has removed from its panel the lawyer who filed the criminal contempt case against #RahulG…,RT utkarsh_aanand Congress Govt Rajasthan removed panel lawyer filed criminal contempt case RahulG…,"Sentiment(polarity=-0.4, subjectivity=0.55)",-0.4,0.55,en,0,415,sajuvkurup,,"Congress, Rajasthan",utkarsh_aanand,,
1118379086135611393,Wed Apr 17 05:02:07 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Aneela_7: Enforcement Directorate has said on record that as many as 36 businessmen have fled from the country in the recent past after…,RT Aneela_7 Enforcement Directorate said record many 36 businessmen fled country recent past after…,"Sentiment(polarity=0.08333333333333333, subjectivity=0.3333333333333333)",0.08333333333333333,0.3333333333333333,en,0,7,masilamani53,,,Aneela_7,"Chennai,Tamil Nadu, India.",
1118379072667648000,Wed Apr 17 05:02:04 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @JhaSanjay: #Modi: Good morning! “ 50 lakh men lost their jobs after demonetisation: report https://t.co/dUrdh4oMAX,RT JhaSanjay Modi Good morning “ 50 lakh men lost jobs demonetisation report https //t.co/dUrdh4oMAX,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.7,0.6000000000000001,en,0,36,riazuddin_moh,False,Modi,JhaSanjay,"Hyderabad, India .",
1118379027780251655,Wed Apr 17 05:01:53 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#BharatModiKeSaath 
#BJP 
#ModiAgainSaysIndia 
With @ShobitShukla6 https://t.co/laAIk2Ch3Z",BharatModiKeSaath BJP ModiAgainSaysIndia With ShobitShukla6 https //t.co/laAIk2Ch3Z,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,DalmiaShreshth,False,"BharatModiKeSaath, BJP, ModiAgainSaysIndia",ShobitShukla6,"Bhagalpur, India","[[86.639246, 25.058562], [87.553437, 25.058562], [87.553437, 25.422982], [86.639246, 25.422982]]"
1118379019744043014,Wed Apr 17 05:01:51 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ShivamShankarS: Man! #BJP is having a field day with this video, but to be honest it goes to show what a great guy @RahulGandhi actuall…",RT ShivamShankarS Man BJP field day video honest goes show great guy RahulGandhi actuall…,"Sentiment(polarity=0.7, subjectivity=0.825)",0.7,0.825,en,0,680,Tarique34139177,,BJP,"ShivamShankarS, RahulGandhi",Asansol,
1118379009669304320,Wed Apr 17 05:01:49 +0000 2019,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","#BJP's fake #Abhinandan urging Indians to vote for #Modi's party goes viral

Read more: https://t.co/7KCai4Yy4Z… https://t.co/UQPlICtPQX",BJP 's fake Abhinandan urging Indians vote Modi 's party goes viral Read https //t.co/7KCai4Yy4Z… https //t.co/UQPlICtPQX,"Sentiment(polarity=-0.5, subjectivity=1.0)",-0.5,1.0,en,1,0,thenews_intl,False,"BJP, Abhinandan, Modi",,"Karachi, Pakistan",
1118378980632084483,Wed Apr 17 05:01:42 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","In #bihar #IndiaElects #LokSabhaElections2019 New vote base for #Modi in Bihar defies caste equations
In the past 5… https://t.co/hVrMb83w9g",In bihar IndiaElects LokSabhaElections2019 New vote base Modi Bihar defies caste equations In past 5… https //t.co/hVrMb83w9g,"Sentiment(polarity=-0.30454545454545456, subjectivity=0.5681818181818182)",-0.30454545454545456,0.5681818181818182,en,0,0,naashonomics,False,"bihar, IndiaElects, LokSabhaElections2019, Modi",,San Jose,
1118378922637516800,Wed Apr 17 05:01:28 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @ShivamShankarS: Man! #BJP is having a field day with this video, but to be honest it goes to show what a great guy @RahulGandhi actuall…",RT ShivamShankarS Man BJP field day video honest goes show great guy RahulGandhi actuall…,"Sentiment(polarity=0.7, subjectivity=0.825)",0.7,0.825,en,0,680,Realpol07773557,,BJP,"ShivamShankarS, RahulGandhi",,
1118378916962545665,Wed Apr 17 05:01:26 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @drshamamohd: Where was PM #Modi when- 

The Pulwama attack happened?

More then 100 people died waiting in line after notebandi?

1 lak…",RT drshamamohd Where PM Modi when- The Pulwama attack happened More 100 people died waiting line notebandi 1 lak…,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,en,0,536,SUJEETK64192848,,Modi,drshamamohd,,
1118378903788314625,Wed Apr 17 05:01:23 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @KindianU: Our Hon PM @narendramodi ji was also a Chota #Karyakarta like us. After many years of hard work he became the CM and later PM…,RT KindianU Our Hon PM narendramodi ji also Chota Karyakarta like us After many years hard work became CM later PM…,"Sentiment(polarity=0.06944444444444443, subjectivity=0.34722222222222215)",0.06944444444444443,0.34722222222222215,en,0,9,bagya_,,Karyakarta,"KindianU, narendramodi",Earth,
1118378889632460800,Wed Apr 17 05:01:20 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@sardesairajdeep What a joke! Indeed it calls for a heroic celebration if #modi wins in #India,sardesairajdeep What joke Indeed calls heroic celebration modi wins India,"Sentiment(polarity=0.5, subjectivity=0.55)",0.5,0.55,en,0,0,MehroozAhmed,,"modi, India",sardesairajdeep,"Karachi, Pakistan",
1118378887174590469,Wed Apr 17 05:01:19 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ShivamShankarS: Man! #BJP is having a field day with this video, but to be honest it goes to show what a great guy @RahulGandhi actuall…",RT ShivamShankarS Man BJP field day video honest goes show great guy RahulGandhi actuall…,"Sentiment(polarity=0.7, subjectivity=0.825)",0.7,0.825,en,0,680,rohanbahadur,,BJP,"ShivamShankarS, RahulGandhi",Mumbai,
1118378883261317122,Wed Apr 17 05:01:18 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ShivamShankarS: Man! #BJP is having a field day with this video, but to be honest it goes to show what a great guy @RahulGandhi actuall…",RT ShivamShankarS Man BJP field day video honest goes show great guy RahulGandhi actuall…,"Sentiment(polarity=0.7, subjectivity=0.825)",0.7,0.825,en,0,680,ramees_raja,,BJP,"ShivamShankarS, RahulGandhi","Chennai, India",
1118378861501272065,Wed Apr 17 05:01:13 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ShivamShankarS: Man! #BJP is having a field day with this video, but to be honest it goes to show what a great guy @RahulGandhi actuall…",RT ShivamShankarS Man BJP field day video honest goes show great guy RahulGandhi actuall…,"Sentiment(polarity=0.7, subjectivity=0.825)",0.7,0.825,en,0,680,vinayapril,,BJP,"ShivamShankarS, RahulGandhi",,
1118378824117432320,Wed Apr 17 05:01:04 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @firstpost: #LokSabhaElections2019 | In his letter to #ElectionCommission, #DMK leader Kathir Anand said, ""The raids were staged and man…",RT firstpost LokSabhaElections2019 In letter ElectionCommission DMK leader Kathir Anand said `` The raids staged man…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,2,skmitra74,,"LokSabhaElections2019, ElectionCommission, DMK",firstpost,,
1118378769331388416,Wed Apr 17 05:00:51 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @JhaSanjay: #BJP, you insult your own #Vajpayee for #Modi ? You guys have gone cuckoo. https://t.co/DmK63V3wEX",RT JhaSanjay BJP insult Vajpayee Modi You guys gone cuckoo https //t.co/DmK63V3wEX,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,37,Hajindersingh2,False,"BJP, Vajpayee, Modi",JhaSanjay,Hindostaan (not Hindustaan),
1118378700104454145,Wed Apr 17 05:00:35 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @ShivamShankarS: Man! #BJP is having a field day with this video, but to be honest it goes to show what a great guy @RahulGandhi actuall…",RT ShivamShankarS Man BJP field day video honest goes show great guy RahulGandhi actuall…,"Sentiment(polarity=0.7, subjectivity=0.825)",0.7,0.825,en,0,680,krisshnakanth,,BJP,"ShivamShankarS, RahulGandhi",Namma Bengaluru,
1118378629967302656,Wed Apr 17 05:00:18 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @dpradhanbjp: PM  @narendramodi addressed a massive gathering at @BJP4Odisha’s #VijaySankalpSabha in Bhubaneshwar today &amp; appealed to th…,RT dpradhanbjp PM narendramodi addressed massive gathering BJP4Odisha ’ VijaySankalpSabha Bhubaneshwar today amp appealed th…,"Sentiment(polarity=0.0, subjectivity=1.0)",0.0,1.0,en,0,170,ParidaSulagna,,VijaySankalpSabha,"dpradhanbjp, narendramodi, BJP4Odisha",,
1118378605321641984,Wed Apr 17 05:00:12 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Critical chapters on #democracy and #diversity dropped from #India’s CBSE Class 10 exam. #Modi #Hindutva | educatio… https://t.co/UQ8x8eZW9z,Critical chapters democracy diversity dropped India ’ CBSE Class 10 exam Modi Hindutva educatio… https //t.co/UQ8x8eZW9z,"Sentiment(polarity=0.0, subjectivity=0.8)",0.0,0.8,en,0,0,haqsmusings,False,"democracy, diversity, India, Modi, Hindutva",,"Silicon Valley, CA",
1118378588854681607,Wed Apr 17 05:00:08 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @satyakumar_y: #BJPSankalpPatr2019 

#ForeignPolicy
Last 5 yrs saw a sea change in the India's contribution to the world stage strategic…",RT satyakumar_y BJPSankalpPatr2019 ForeignPolicy Last 5 yrs saw sea change India 's contribution world stage strategic…,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",0.0,0.06666666666666667,en,0,29,mahalak80573337,,"BJPSankalpPatr2019, ForeignPolicy",satyakumar_y,vijayawada,
1118378583066587136,Wed Apr 17 05:00:07 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@DeeptiSachdeva_ #AskDeepti 

How many seats do you think #bjp will win in #UttarPradesh ?",DeeptiSachdeva_ AskDeepti How many seats think bjp win UttarPradesh,"Sentiment(polarity=0.65, subjectivity=0.45)",0.65,0.45,en,0,0,C_est_dommage,,"AskDeepti, bjp, UttarPradesh",DeeptiSachdeva_,भारत-INDIA,
1118378574229266433,Wed Apr 17 05:00:05 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @JhaSanjay: #Modi: Good morning! “ 50 lakh men lost their jobs after demonetisation: report https://t.co/dUrdh4oMAX,RT JhaSanjay Modi Good morning “ 50 lakh men lost jobs demonetisation report https //t.co/dUrdh4oMAX,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.7,0.6000000000000001,en,0,36,surindertiwari,False,Modi,JhaSanjay,,
1118378571712606208,Wed Apr 17 05:00:04 +0000 2019,"<a href=""http://www.powerapps.com"" rel=""nofollow"">Microsoft PowerApps and Flow</a>","RT ShivamShankarS: Man! #BJP is having a field day with this video, but to be honest it goes to show what a great g… https://t.co/9fO5nEGcgJ",RT ShivamShankarS Man BJP field day video honest goes show great g… https //t.co/9fO5nEGcgJ,"Sentiment(polarity=0.7, subjectivity=0.825)",0.7,0.825,en,0,0,vluerei,,BJP,,↳loveu`blinkeu ┆nsfw,
1118378561939886081,Wed Apr 17 05:00:02 +0000 2019,"<a href=""http://www.powerapps.com"" rel=""nofollow"">Microsoft PowerApps and Flow</a>","RT ShivamShankarS: Man! #BJP is having a field day with this video, but to be honest it goes to show what a great g… https://t.co/qaRwwgjwTJ",RT ShivamShankarS Man BJP field day video honest goes show great g… https //t.co/qaRwwgjwTJ,"Sentiment(polarity=0.7, subjectivity=0.825)",0.7,0.825,en,0,0,vluerei,,BJP,,↳loveu`blinkeu ┆nsfw,
1118378462304251904,Wed Apr 17 04:59:38 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Arindam_aditri: Destruction is the suitable word of #BJP behind the glamourous face. @MamataOfficial @ColDiptangshu @AITCofficial @abhi…,RT Arindam_aditri Destruction suitable word BJP behind glamourous face MamataOfficial ColDiptangshu AITCofficial abhi…,"Sentiment(polarity=0.07500000000000001, subjectivity=0.725)",0.07500000000000001,0.725,en,0,1,AvijitG68661239,,BJP,"Arindam_aditri, MamataOfficial, ColDiptangshu, AITCofficial","Durgapur, India",
1118378414971478016,Wed Apr 17 04:59:27 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @satyakumar_y: #BJPSankalpPatr2019 

#GoodGovernance
Recalling #Modi govt's motto of 2014 - #MinimumGovt, #MaxGovernance, we plan to eli…",RT satyakumar_y BJPSankalpPatr2019 GoodGovernance Recalling Modi govt 's motto 2014 MinimumGovt MaxGovernance plan eli…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,38,mahalak80573337,,"BJPSankalpPatr2019, GoodGovernance, Modi, MinimumGovt, MaxGovernance",satyakumar_y,vijayawada,
1118378389499523072,Wed Apr 17 04:59:21 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @RatanSharda55: Great #Chidambaram dynasty!! Read on. Imagine what we Indians are up against. Naturally #PC taunts #Modi 🙄
https://t.co/…",RT RatanSharda55 Great Chidambaram dynasty Read Imagine Indians Naturally PC taunts Modi 🙄 https //t.co/…,"Sentiment(polarity=0.45, subjectivity=0.575)",0.45,0.575,en,0,4,rajeshshenoy63,,"Chidambaram, PC, Modi",RatanSharda55,"ÜT: 12.887904,77.589603",
1118378374584467456,Wed Apr 17 04:59:17 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Sbk_Karthik: Vote AGAINST Terrorism &amp; Corruption! 
Vote for Development &amp; Nationalism. 
#PhirEkBaarModiSarkar
#bharatmodikesaath
#Modi…",RT Sbk_Karthik Vote AGAINST Terrorism amp Corruption Vote Development amp Nationalism PhirEkBaarModiSarkar bharatmodikesaath Modi…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,147,LagbhagNaastik,,"PhirEkBaarModiSarkar, bharatmodikesaath, Modi",Sbk_Karthik,,
1118378302459338753,Wed Apr 17 04:59:00 +0000 2019,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",Is #EC biased &amp; weak when it comes to PM #Modi? My take -“EC is an autonomous body.All talk abt delay is speculativ… https://t.co/tfJrnz2OAr,Is EC biased amp weak comes PM Modi My take “ EC autonomous body.All talk abt delay speculativ… https //t.co/tfJrnz2OAr,"Sentiment(polarity=0.012500000000000011, subjectivity=0.6625)",0.012500000000000011,0.6625,en,0,0,thevaibhavag1,False,"EC, Modi",,"New Delhi, India",
1118378293852614656,Wed Apr 17 04:58:58 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Great #Chidambaram dynasty!! Read on. Imagine what we Indians are up against. Naturally #PC taunts #Modi 🙄… https://t.co/04gLhYSbFx,Great Chidambaram dynasty Read Imagine Indians Naturally PC taunts Modi 🙄… https //t.co/04gLhYSbFx,"Sentiment(polarity=0.45, subjectivity=0.575)",0.45,0.575,en,5,4,RatanSharda55,False,"Chidambaram, PC, Modi",,Mumbai India,"[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]"
1118378241029484547,Wed Apr 17 04:58:45 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Women are tired of lip service! When you don't as much as issue tickets, whom do you propose to fill those 33% seat… https://t.co/h2JHjytXDD",Women tired lip service When n't much issue tickets propose fill 33 seat… https //t.co/h2JHjytXDD,"Sentiment(polarity=-0.1, subjectivity=0.44999999999999996)",-0.1,0.44999999999999996,en,0,0,radhikaganesh,False,,,"Cuddalore, India",
1118378224768245761,Wed Apr 17 04:58:41 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @ShivamShankarS: Man! #BJP is having a field day with this video, but to be honest it goes to show what a great guy @RahulGandhi actuall…",RT ShivamShankarS Man BJP field day video honest goes show great guy RahulGandhi actuall…,"Sentiment(polarity=0.7, subjectivity=0.825)",0.7,0.825,en,0,536,MISDWK,,BJP,"ShivamShankarS, RahulGandhi",,
1118378203041738753,Wed Apr 17 04:58:36 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @satyakumar_y: #BJPSankalpPatr2019 

#Sabarimala symbolizes the beliefs,faith &amp; tradition of the people of #Kerala &amp; the country &amp; #BJP…",RT satyakumar_y BJPSankalpPatr2019 Sabarimala symbolizes beliefs faith amp tradition people Kerala amp country amp BJP…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,30,mahalak80573337,,"BJPSankalpPatr2019, Sabarimala, Kerala, BJP",satyakumar_y,vijayawada,
1118378173723496448,Wed Apr 17 04:58:29 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @satyakumar_y: Check this video out for a stark comparison of

#Modi Sarkar's Achievements
Vs
#Congis Scam Roles

Pls don't miss the suf…",RT satyakumar_y Check video stark comparison Modi Sarkar 's Achievements Vs Congis Scam Roles Pls n't miss suf…,"Sentiment(polarity=-0.2, subjectivity=0.6)",-0.2,0.6,en,0,27,mahalak80573337,False,"Modi, Congis",satyakumar_y,vijayawada,
1118378158410039298,Wed Apr 17 04:58:26 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @sheefal: Rubbish
I am a Brahmin
I am from Bangalore South Constituency
I will vote only for #BJP
I will never never vote for desh drohi…",RT sheefal Rubbish I Brahmin I Bangalore South Constituency I vote BJP I never never vote desh drohi…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,1090,3dL8DJJb0na7ybf,,BJP,sheefal,,
1118378083277594624,Wed Apr 17 04:58:08 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @JhaSanjay: #Modi: Good morning! “ 50 lakh men lost their jobs after demonetisation: report https://t.co/dUrdh4oMAX,RT JhaSanjay Modi Good morning “ 50 lakh men lost jobs demonetisation report https //t.co/dUrdh4oMAX,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.7,0.6000000000000001,en,0,36,shekarcm2,False,Modi,JhaSanjay,"Hyderabad, India",
1118378074985385985,Wed Apr 17 04:58:06 +0000 2019,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @pindropviolence: ""...Banda desh badle ya kapde.""

MUST WATCH:

@therahuldua takes hilarious shots at Modi (and Trump) in the most subtl…",RT pindropviolence `` ... Banda desh badle ya kapde '' MUST WATCH therahuldua takes hilarious shots Modi Trump subtl…,"Sentiment(polarity=0.5, subjectivity=1.0)",0.5,1.0,en,0,3,yasminahmad16,,,"pindropviolence, therahuldua",hardwar,
1118378017930252288,Wed Apr 17 04:57:52 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Indians are FANS Politicians are Cricket PLAYERS &amp; Politics is CRICKET
Obviously Elections are matches
..
FINALLY F… https://t.co/jjgtDFPCZE",Indians FANS Politicians Cricket PLAYERS amp Politics CRICKET Obviously Elections matches .. FINALLY F… https //t.co/jjgtDFPCZE,"Sentiment(polarity=0.0, subjectivity=0.75)",0.0,0.75,en,0,0,beingNemi,,,,Hubli,
