id,created_at,source,original_text,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place
1.11801E+18,Tue Apr 16 04:27:15 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@smitabarooah @ModiOnceMore This video show how #Modi #Government did #effective #works in all the fields.,en,0,0,wanderlust_hims,,"Modi, Government, effective, works","smitabarooah, ModiOnceMore",Twitter
1.11801E+18,Tue Apr 16 04:27:08 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @NandiniOza: A day after his sister n father joined the #Congress, @imjadeja extends support to the #BJP . Tags @narendramodi in his #Tw…",en,0,1,RajeevS27545206,,"Congress, BJP","NandiniOza, imjadeja, narendramodi","Delhi, India"
1.11801E+18,Tue Apr 16 04:26:58 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @dpradhanbjp: Glimpses of the massive gathering and support for #BJP during the #VijaySankalpYatra at Bhubaneswar North Constituency. Ca…,en,0,866,Anushka97223405,,"BJP, VijaySankalpYatra",dpradhanbjp,
1.11801E+18,Tue Apr 16 04:26:52 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @JhaSanjay: Dear @ArvindKejriwal Ji: Let’s do a clean sweep of Delhi together. The defeat of the #BJP is crucial to Delhi’s independent…,en,0,648,YasminKidwai,,BJP,"JhaSanjay, ArvindKejriwal",New Delhi
1.11801E+18,Tue Apr 16 04:26:39 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@kavitavkhanna @VinodKhanna @BJP4India @PMOIndia @narendramodi @BJPPunjab Why delay in announcing #BJP candidate fo… https://t.co/OBJ4Hpp1Yh,en,0,0,vineetypmehta,,BJP,"kavitavkhanna, VinodKhanna, BJP4India, PMOIndia, narendramodi, BJPPunjab",India
1.11801E+18,Tue Apr 16 04:26:37 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @drshamamohd: Why has EC not taken action against PM #Modi &amp; @AmitShah for violating code of conduct?

Both are serial offenders who hav…",en,0,37,praveenr9632,,Modi,"drshamamohd, AmitShah","Bengaluru, India"
1.11801E+18,Tue Apr 16 04:26:33 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @satishacharya: Vote for! Cartoon for @AmarUjalaNews #2019Elections  #Modi #Pulwama https://t.co/zCdVrq7ogV,en,0,38,kalmanacpk,FALSE,"2019Elections, Modi, Pulwama","satishacharya, AmarUjalaNews",
1.11801E+18,Tue Apr 16 04:26:30 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @sachinsingh1010: 75 year old Govindraj killed for praising #Modi,incident took place near a Orthanadu village in Tanjore, #TamilNadu
#G…",en,0,5638,imabhishek_21,,"Modi, TamilNadu",sachinsingh1010,mumbai
1.11801E+18,Tue Apr 16 04:26:03 +0000 2019,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",#Modi got made 14000 houses for #SriLanka's Tamil people devastated by the war. #Aljazeera channel has covered this… https://t.co/76OQE4i4Ru,en,0,0,nareshbehera,FALSE,"Modi, SriLanka, Aljazeera",,"Bhubaneshwar, India"
1.11801E+18,Tue Apr 16 04:26:02 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Raksha_Kumar: Quick question: if #Demonetisation was so successful, why is it not a political issue for the #BJP? Why aren't they going…",en,0,65,DeathEndsFun,,"Demonetisation, BJP",Raksha_Kumar,"Bombay, India"
1.11801E+18,Tue Apr 16 04:26:00 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @InstantKarmaaa: #NaMo was the only Sanghi earlier. #India was dangerous 4 Muslims.

After praising #Modi, even Trump, Putin, Bibi, Merk…",en,0,80,konguregion,,"NaMo, India, Modi",InstantKarmaaa,"tamilnadu, India"
1.11801E+18,Tue Apr 16 04:25:54 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @JhaSanjay: Dear @ArvindKejriwal Ji: Let’s do a clean sweep of Delhi together. The defeat of the #BJP is crucial to Delhi’s independent…,en,0,648,Suchitr85160327,,BJP,"JhaSanjay, ArvindKejriwal","New Delhi, India"
1.11801E+18,Tue Apr 16 04:25:51 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @MODIfiedTamilan: சூப்பர் பிரதமர் மோடி, மதுரை மக்கள் கருத்து😀👏👏

#Madurai people's are prasing our PM
#Modi ji for bringing up #AIIMS to…",en,0,91,sreedeepak137,,"Madurai, Modi, AIIMS",MODIfiedTamilan,thovalai
1.11801E+18,Tue Apr 16 04:25:44 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @dpradhanbjp: Glimpses of the massive gathering and support for #BJP during the #VijaySankalpYatra at Bhubaneswar North Constituency. Ca…,en,0,866,Lipi42101427,,"BJP, VijaySankalpYatra",dpradhanbjp,
1.11801E+18,Tue Apr 16 04:25:33 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @drshamamohd: Why has EC not taken action against PM #Modi &amp; @AmitShah for violating code of conduct?

Both are serial offenders who hav…",en,0,37,chunmunranjan,,Modi,"drshamamohd, AmitShah"," BINDEKHALPUR,INDIA"
1.11801E+18,Tue Apr 16 04:25:29 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @ShanMehra2017: @beindiya @midhatkidwai What's the size of sample . Where exactly it was done . If the survey was done in tier 2 &amp; 3 cit…,en,0,5,518_2100,,,"ShanMehra2017, beindiya, midhatkidwai","Vancouver, British Columbia"
1.11801E+18,Tue Apr 16 04:25:15 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @dpradhanbjp: A #BJP Government in the state will ensure rail connectivity to all the 30 districts of the state. @BJP4Odisha Govt will a…,en,0,652,Roja52342511,,BJP,"dpradhanbjp, BJP4Odisha",
1.11801E+18,Tue Apr 16 04:25:09 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @sachinsingh1010: 75 year old Govindraj killed for praising #Modi,incident took place near a Orthanadu village in Tanjore, #TamilNadu
#G…",en,0,5638,rkoraj87,,"Modi, TamilNadu",sachinsingh1010,"Raipur, India"
1.11801E+18,Tue Apr 16 04:25:07 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @drshamamohd: India faces a shortage of 6 lakh doctors &amp; 20 lakh nurses.

5.7cr people are pushed into poverty every year due to health…",en,0,993,BharatINC_,,,drshamamohd,Somewhere on the Earth
1.11801E+18,Tue Apr 16 04:24:58 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @MODIfiedTamilan: சூப்பர் பிரதமர் மோடி, மதுரை மக்கள் கருத்து😀👏👏

#Madurai people's are prasing our PM
#Modi ji for bringing up #AIIMS to…",en,0,91,yuvarajchml,,"Madurai, Modi, AIIMS",MODIfiedTamilan,"Erode, India"
1.11801E+18,Tue Apr 16 04:24:28 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @sachinsingh1010: 75 year old Govindraj killed for praising #Modi,incident took place near a Orthanadu village in Tanjore, #TamilNadu
#G…",en,0,5638,NarendraLSingh,,"Modi, TamilNadu",sachinsingh1010,India
1.11801E+18,Tue Apr 16 04:23:58 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @sbajpai2806: The real face of Congress....
Cong workers get violent and beat up #BJP supporters as they chant 'Modi, Modi', during the…",en,0,2,NarendraLSingh,,BJP,sbajpai2806,India
1.11801E+18,Tue Apr 16 04:23:56 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @JhaSanjay: Dear @ArvindKejriwal Ji: Let’s do a clean sweep of Delhi together. The defeat of the #BJP is crucial to Delhi’s independent…,en,0,280,JahagirdarSyed,,BJP,"JhaSanjay, ArvindKejriwal","Karnataka, India"
1.11801E+18,Tue Apr 16 04:23:55 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @dpradhanbjp: Glimpses of the massive gathering and support for #BJP during the #VijaySankalpYatra at Bhubaneswar North Constituency. Ca…,en,0,0,Roja52342511,,"BJP, VijaySankalpYatra",dpradhanbjp,
1.11801E+18,Tue Apr 16 04:23:51 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Complaint filed against #BJP TN state President @DrTamilisaiBJP for spreading false news and creating enmity betwee… https://t.co/phYaXBqhOc,en,2,0,smitha_tk,FALSE,BJP,DrTamilisaiBJP,"Chennai, India"
1.11801E+18,Tue Apr 16 04:23:46 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @HAL_India: Why is #Modi not asking for votes in the name of the following?

1. Make in India
2. Digital India
3. Skill India
4. Jan Dha…",en,0,1855,manianrvs,,Modi,HAL_India,Pune India
1.11801E+18,Tue Apr 16 04:23:35 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @drshamamohd: Why has EC not taken action against PM #Modi &amp; @AmitShah for violating code of conduct?

Both are serial offenders who hav…",en,0,37,sibi999,,Modi,"drshamamohd, AmitShah",
1.11801E+18,Tue Apr 16 04:23:18 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @ZeeNews: . @imjadeja father and sister joined the #Congress, days after his wife joined the #BJP.

https://t.co/br5SSQvSxP",en,0,32,IVNTalks,FALSE,"Congress, BJP","ZeeNews, imjadeja",
1.11801E+18,Tue Apr 16 04:23:16 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @drshamamohd: India faces a shortage of 6 lakh doctors &amp; 20 lakh nurses.

5.7cr people are pushed into poverty every year due to health…",en,0,993,SnehlataSocial,,,drshamamohd,"District-Kanpur Dehat ,Parliament-Kannauj"
1.11801E+18,Tue Apr 16 04:23:03 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AAP complaints to EC over 200 voter IDs found in dump; accuses BJP, EC workers
#AAP #EC #voterID #BJP… https://t.co/Oz2eCeCMbW",en,0,0,pennewstweet,FALSE,"AAP, EC, voterID, BJP",,
1.11801E+18,Tue Apr 16 04:23:00 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jai Hind #BJP
#ModiJi https://t.co/EkcDvvtu2i",en,0,0,shivam_suthar7,FALSE,"BJP, ModiJi",,"Rajasthan, India"
1.11801E+18,Tue Apr 16 04:22:37 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @sanjaybafna: #Foxconn Technology Group's Chairman Terry Gou said ""the #iPhone will go into Mass Production in #India this year, a shift…",en,0,1,dkm1101,,"Foxconn, iPhone, India",sanjaybafna,London
1.11801E+18,Tue Apr 16 04:22:26 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Duniya endorse karti hai par humare United Opposition ko Hindustan ki growth dikhaiyee nahi deti. It's their bad lu… https://t.co/loyLGxEIc7,en,0,0,ItsVinayRaj,FALSE,,,India
1.11801E+18,Tue Apr 16 04:21:50 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I Support  @narendramodi 
#EkBaarPhirModiSarkar 
#Modi
Jai Hind🇮🇳 https://t.co/AwWT5lj8cS",en,0,0,NIRAVRITA,FALSE,"EkBaarPhirModiSarkar, Modi",narendramodi,mumbai
1.11801E+18,Tue Apr 16 04:21:40 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Chowkidarera: I hv offered @narendramodi ji to devote my time for election by resigning job!See the greatness of #PM he not accepted it…,en,0,1,rockme26,,PM,"Chowkidarera, narendramodi",
1.11801E+18,Tue Apr 16 04:21:28 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @JhaSanjay: Dear @ArvindKejriwal Ji: Let’s do a clean sweep of Delhi together. The defeat of the #BJP is crucial to Delhi’s independent…,en,0,648,aroonrao2000,,BJP,"JhaSanjay, ArvindKejriwal",
1.11801E+18,Tue Apr 16 04:21:24 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @sachinsingh1010: 75 year old Govindraj killed for praising #Modi,incident took place near a Orthanadu village in Tanjore, #TamilNadu
#G…",en,0,5638,surbhi42566651,,"Modi, TamilNadu",sachinsingh1010,Madhya pradesh
1.11801E+18,Tue Apr 16 04:21:16 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @sachinsingh1010: 75 year old Govindraj killed for praising #Modi,incident took place near a Orthanadu village in Tanjore, #TamilNadu
#G…",en,0,5638,Be_kind26,,"Modi, TamilNadu",sachinsingh1010,United States
1.11801E+18,Tue Apr 16 04:21:06 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @sachinsingh1010: 75 year old Govindraj killed for praising #Modi,incident took place near a Orthanadu village in Tanjore, #TamilNadu
#G…",en,0,5638,HemKapri1,,"Modi, TamilNadu",sachinsingh1010,"Pithoragarh, India"
1.11801E+18,Tue Apr 16 04:20:47 +0000 2019,"<a href=""https://twitter.com/WeTamilans"" rel=""nofollow"">Tamil_BOT</a>","RT @ThAlkaSingh: 75 year old Govindraj killed for praising #Modi,incident took place near a Orthanadu village in Tanjore, #TamilNadu
#Govin…",en,0,1,WeTamilans,,"Modi, TamilNadu",ThAlkaSingh,"Tamil Nadu, India"
1.11801E+18,Tue Apr 16 04:20:43 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @satishacharya: Vote for! Cartoon for @AmarUjalaNews #2019Elections  #Modi #Pulwama https://t.co/zCdVrq7ogV,en,0,1267,LoystonAndrade,FALSE,"2019Elections, Modi, Pulwama","satishacharya, AmarUjalaNews", uppalli..
1.11801E+18,Tue Apr 16 04:20:31 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Need re-poll in all 464 booths in West Tripura, says CPI(M) to EC
#poll #booths #WestTripura #CPIM #EC… https://t.co/3vuMEaSIJE",en,0,0,pennewstweet,FALSE,"poll, booths, WestTripura, CPIM, EC",,
1.11801E+18,Tue Apr 16 04:20:29 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @waglenikhil: Ground reports of first phase of LS election can make BJP jittery. Advantage opposition. In Suicide belt of Vidarbha BJP w…,en,0,280,inquisitiveSile,,,waglenikhil,Yokohama
1.11801E+18,Tue Apr 16 04:20:23 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @143Saffron: If an old man is killed for praising a #Modi , it is not mob-lynching. 

If one is killed by the mob for a right action, it…",en,0,5,AdvocatPande,,Modi,143Saffron,"Rajnandgaon, India"
1.11801E+18,Tue Apr 16 04:19:47 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Hariindic: #AIADMK +#BJP + #PMK + #DMDK + #TMC + #PT + #PNT ++

Massive response from the people of TamilNadu. Modi wave has shown a ma…",en,0,19,kvijay79,,"AIADMK, BJP, PMK, DMDK, TMC, PT, PNT",Hariindic,
1.11801E+18,Tue Apr 16 04:19:35 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @sachinsingh1010: 75 year old Govindraj killed for praising #Modi,incident took place near a Orthanadu village in Tanjore, #TamilNadu
#G…",en,0,5638,riddhi_gupta_24,,"Modi, TamilNadu",sachinsingh1010,"Bengaluru, India"
1.11801E+18,Tue Apr 16 04:19:31 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @sachinsingh1010: 75 year old Govindraj killed for praising #Modi,incident took place near a Orthanadu village in Tanjore, #TamilNadu
#G…",en,0,648,gterqweasdfino,,"Modi, TamilNadu",sachinsingh1010,
1.11801E+18,Tue Apr 16 04:19:23 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","There will be a CIVIL WAR in 2019. 

2019 INDIAN ANTI-RESERVATION PROTESTS. 

A MAKE INDIA INITIATIVE.

@Swamy39… https://t.co/4fa1I2861U",en,0,0,skalionkrishn,,,Swamy39,Chennai
1.11801E+18,Tue Apr 16 04:19:02 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#BJP supporter @TVMohandasPai supports @INCIndia candidate #HariPrasad4BangaloreSouth through 
BPAC https://t.co/xktxQL9dGV",en,0,0,ET2047,FALSE,"BJP, HariPrasad4BangaloreSouth","TVMohandasPai, INCIndia",
1.11801E+18,Tue Apr 16 04:18:30 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @TrueNewsBengal: #FakeNews Alert | #BJP uses pic from #Jharkhand to portray communal disharmony in #Bengal. Read&gt;&gt; https://t.co/eZiWT9iN…,en,0,7,tannypub,,"FakeNews, BJP, Jharkhand, Bengal",TrueNewsBengal,
1.11801E+18,Tue Apr 16 04:18:29 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@Payal_Rohatgi This B and C grade actress an stoop to any lower grade to earn money. #BJP is using such people to t… https://t.co/5MEfVc3xQr,en,0,0,trueind97278449,,BJP,Payal_Rohatgi,"New Delhi, India"
1.11801E+18,Tue Apr 16 04:18:25 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @drshamamohd: Why has EC not taken action against PM #Modi &amp; @AmitShah for violating code of conduct?

Both are serial offenders who hav…",en,0,37,chandra322214,,Modi,"drshamamohd, AmitShah","Jaipur, India"
1.11801E+18,Tue Apr 16 04:18:16 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@EnnaSadaf_Ali They are all rubbish.#BJP,en,0,0,Allii_Akbar,,BJP,EnnaSadaf_Ali,"Okara,Pakistan."
1.11801E+18,Tue Apr 16 04:18:11 +0000 2019,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",Ours fears are not unfounded.....#BJP is trying hard to rig the #Elections https://t.co/Poa7mVKPrI,en,0,0,salmanzafar1979,FALSE,"BJP, Elections",,India
1.11801E+18,Tue Apr 16 04:18:07 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @anisaz9_basit: Why is @PraveenTogadia furious with #NarendraModi calls out Modi's bluff and terms him as 'Vada Khilafi Ka Mughal-e-Azam…,en,0,1,EncourageAAP,FALSE,NarendraModi,"anisaz9_basit, PraveenTogadia",
1.11801E+18,Tue Apr 16 04:18:05 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Welfarepartyker: Flush out #modi and #bjp

#LokSabhaElections2019 https://t.co/mO7Xniwdkm",en,0,2,c35221f063534bc,FALSE,"modi, bjp, LokSabhaElections2019",Welfarepartyker,"Kerala, India"
1.11801E+18,Tue Apr 16 04:17:59 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @drshamamohd: Why has EC not taken action against PM #Modi &amp; @AmitShah for violating code of conduct?

Both are serial offenders who hav…",en,0,37,thenadia076,,Modi,"drshamamohd, AmitShah",
1.11801E+18,Tue Apr 16 04:17:58 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @drshamamohd: Why has EC not taken action against PM #Modi &amp; @AmitShah for violating code of conduct?

Both are serial offenders who hav…",en,0,37,Muaviyajamal_,,Modi,"drshamamohd, AmitShah","Ahmadabad,Gujarat,India"
1.11801E+18,Tue Apr 16 04:17:51 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @JhaSanjay: Dear @ArvindKejriwal Ji: Let’s do a clean sweep of Delhi together. The defeat of the #BJP is crucial to Delhi’s independent…,en,0,648,danishzbr,,BJP,"JhaSanjay, ArvindKejriwal",Delhi
1.11801E+18,Tue Apr 16 04:17:48 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @drshamamohd: Why has EC not taken action against PM #Modi &amp; @AmitShah for violating code of conduct?

Both are serial offenders who hav…",en,0,37,ThatGuyPankaj,,Modi,"drshamamohd, AmitShah",India
1.11801E+18,Tue Apr 16 04:17:40 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @sachinsingh1010: 75 year old Govindraj killed for praising #Modi,incident took place near a Orthanadu village in Tanjore, #TamilNadu
#G…",en,0,5638,Ashish05132925,,"Modi, TamilNadu",sachinsingh1010,"Mumbai, India"
1.11801E+18,Tue Apr 16 04:17:39 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @NH_India: The #Congress -JD (S) combine can defeat the #BJP in #Karnataka if their cadres jell with one another. #LokSabhaElections2019…,en,0,10,NARPATSHETH,,"Congress, BJP, Karnataka, LokSabhaElections2019",NH_India,
1.11801E+18,Tue Apr 16 04:17:29 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ZeeNews: . @imjadeja father and sister joined the #Congress, days after his wife joined the #BJP.

https://t.co/br5SSQvSxP",en,0,32,karande02266688,FALSE,"Congress, BJP","ZeeNews, imjadeja",
1.11801E+18,Tue Apr 16 04:17:24 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @NH_India: The #Congress -JD (S) combine can defeat the #BJP in #Karnataka if their cadres jell with one another. #LokSabhaElections2019…,en,0,0,K_PushpendraEtw,,"Congress, BJP, Karnataka, LokSabhaElections2019",NH_India,"New Delhi, India"
1.11801E+18,Tue Apr 16 04:17:23 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @visrane: The meeting in #Nagvem was very lively. I have assured them we will work towards #JobGeneration for those who have got their g…,en,0,2,Afrina_123,,"Nagvem, JobGeneration",visrane,India
1.11801E+18,Tue Apr 16 04:17:08 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @satyakumar_y: Few glimpses from today's session presided by Hon'ble Min for External Affairs,Smt.@SushmaSwaraj ji.

Lively discussion w…",en,0,13,mahalak80573337,,,"satyakumar_y, SushmaSwaraj",vijayawada
1.11801E+18,Tue Apr 16 04:17:05 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@htTweets @priyankagandhi #BJP can't win election without talk about #Pakistan! Because Nothing in in #India..,en,0,0,FreeSpeechOnly,,"BJP, Pakistan, India","htTweets, priyankagandhi",
1.11801E+18,Tue Apr 16 04:16:54 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @firstpost: Fielding a Bhojpuri 'star' like #RaviKishan from a place that has a huge Bhojpuri-speaking population is no less than a safe…,en,0,4,priyeshs81,,RaviKishan,firstpost,"New Delhi, India"
1.11801E+18,Tue Apr 16 04:16:38 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @drshamamohd: India faces a shortage of 6 lakh doctors &amp; 20 lakh nurses.

5.7cr people are pushed into poverty every year due to health…",en,0,993,SURAJ17843770,,,drshamamohd,
1.11801E+18,Tue Apr 16 04:16:37 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@dhume @BDUTT It will take long for you/ilks to understand that it is this venom spewing by known media folks that… https://t.co/WWpCd8bf29,en,0,0,bibhasksingh,,,"dhume, BDUTT",
1.11801E+18,Tue Apr 16 04:16:18 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @sachinsingh1010: 75 year old Govindraj killed for praising #Modi,incident took place near a Orthanadu village in Tanjore, #TamilNadu
#G…",en,0,5638,ramprasad85,,"Modi, TamilNadu",sachinsingh1010,Chennai
1.11801E+18,Tue Apr 16 04:16:17 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@BDUTT @washingtonpost Thanx for not supporting #Modi ...
I was referring to your records of supporting candidates… https://t.co/E5n96kN9jG",en,0,0,Nation_is1st,,Modi,"BDUTT, washingtonpost",
1.11801E+18,Tue Apr 16 04:15:57 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@vishal98865 i have long list to watch their faces when #modi ji will be sworn in,en,1,0,air_my_views,,modi,vishal98865,"Ambernath,india"
1.118E+18,Tue Apr 16 04:15:02 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @waglenikhil: Ground reports of first phase of LS election can make BJP jittery. Advantage opposition. In Suicide belt of Vidarbha BJP w…,en,0,280,praveenpedapudi,,,waglenikhil,bangalore
1.118E+18,Tue Apr 16 04:14:59 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @JhaSanjay: Dear @ArvindKejriwal Ji: Let’s do a clean sweep of Delhi together. The defeat of the #BJP is crucial to Delhi’s independent…,en,0,648,DrAmitGupta16,,BJP,"JhaSanjay, ArvindKejriwal",
1.118E+18,Tue Apr 16 04:14:56 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @MODIfiedTamilan: சூப்பர் பிரதமர் மோடி, மதுரை மக்கள் கருத்து😀👏👏

#Madurai people's are prasing our PM
#Modi ji for bringing up #AIIMS to…",en,0,91,IndiraB38555421,,"Madurai, Modi, AIIMS",MODIfiedTamilan,
1.118E+18,Tue Apr 16 04:14:52 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @HAL_India: Why is #Modi not asking for votes in the name of the following?

1. Make in India
2. Digital India
3. Skill India
4. Jan Dha…",en,0,41,shashi4aap,,Modi,HAL_India,
1.118E+18,Tue Apr 16 04:14:46 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ZeeNews: . @imjadeja father and sister joined the #Congress, days after his wife joined the #BJP.

https://t.co/br5SSQvSxP",en,0,32,SurakchaRai5,FALSE,"Congress, BJP","ZeeNews, imjadeja",
1.118E+18,Tue Apr 16 04:14:39 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @drshamamohd: Why has EC not taken action against PM #Modi &amp; @AmitShah for violating code of conduct?

Both are serial offenders who hav…",en,0,37,Ahmedairtel,,Modi,"drshamamohd, AmitShah","Adilabad, India"
